% RxNodeID	FreqInGHz	BandwidthMHz	N0	RSSI	BestRSRP	BestRSRPNode	BestSINR	RoIDbm
16226	0.7	20	-100.88970004336021	-47.4586847394158	-47.460118727789165	30	34.81166979779921	-1000
20730	0.7	20	-100.88970004336021	-74.06874260639748	-74.81040253943556	78	7.299688924525455	-1000
28893	0.7	20	-100.88970004336021	-75.6686711467667	-76.10943672695814	22	9.713519868020256	-1000
31296	0.7	20	-100.88970004336021	-72.5255637432685	-72.78757065872735	106	12.063053519574353	-1000
35443	0.7	20	-100.88970004336021	-77.18462120416923	-80.09949535422298	40	0.1929955629824036	-1000
36005	0.7	20	-100.88970004336021	-70.5002270225621	-70.83803435855455	46	10.921153913582486	-1000
1099	0.7	20	-100.88970004336021	-51.02940586610891	-51.03408391120482	79	29.674859839992664	-1000
4241	0.7	20	-100.88970004336021	-50.496459863784544	-50.500359591954236	7	30.465549746896656	-1000
6060	0.7	20	-100.88970004336021	-49.7410790737866	-49.74431182270393	89	31.280506888973186	-1000
19542	0.7	20	-100.88970004336021	-52.96323823649291	-52.96531415008563	37	33.204712388909115	-1000
30426	0.7	20	-100.88970004336021	-72.17765129658278	-72.57048481144437	26	10.237860583565194	-1000
2278	0.7	20	-100.88970004336021	-65.20806122940658	-68.15138733178475	4	0.13499673081382468	-1000
6561	0.7	20	-100.88970004336021	-63.06283377603524	-63.32942007440539	12	11.985489905056198	-1000
9959	0.7	20	-100.88970004336021	-55.880633741625935	-55.89533965328414	96	24.695568554953304	-1000
30186	0.7	20	-100.88970004336021	-75.84946686520625	-76.34638753782643	103	9.164143317371412	-1000
33897	0.7	20	-100.88970004336021	-74.46059838695066	-74.93427279347341	113	9.384054321857832	-1000
37632	0.7	20	-100.88970004336021	-55.12233035865448	-55.129074776854324	63	28.085025550829585	-1000
11229	0.7	20	-100.88970004336021	-63.818989106348845	-65.77041796445332	99	2.4621276609522056	-1000
20060	0.7	20	-100.88970004336021	-48.997445777022	-48.99874889500941	76	35.22735414220948	-1000
22657	0.7	20	-100.88970004336021	-75.61894418166037	-76.66883540273915	83	5.630884296466206	-1000
31040	0.7	20	-100.88970004336021	-76.86713374683397	-77.35179904577767	66	9.278837775603677	-1000
21438	0.7	20	-100.88970004336021	-75.70835934298172	-76.8336416098773	2	5.290445386879156	-1000
23018	0.7	20	-100.88970004336021	-76.56153341284019	-77.78274146614211	84	4.885043747046666	-1000
2887	0.7	20	-100.88970004336021	-50.099568852505705	-50.103540825429114	83	30.385794182315287	-1000
12046	0.7	20	-100.88970004336021	-51.206470560134754	-51.2093925438615	22	31.719604110138846	-1000
14805	0.7	20	-100.88970004336021	-65.36202118751943	-65.68377633184534	27	11.140717350690494	-1000
21349	0.7	20	-100.88970004336021	-74.11667080700579	-74.82495180175931	2	7.516834798934923	-1000
7305	0.7	20	-100.88970004336021	-47.28123784192278	-47.28312503045059	91	33.6187466064374	-1000
8365	0.7	20	-100.88970004336021	-58.864577463499835	-58.89445199159623	54	21.60988674820429	-1000
34071	0.7	20	-100.88970004336021	-74.8884592798022	-75.67644013992039	74	7.012740517075358	-1000
36816	0.7	20	-100.88970004336021	-70.70850726690044	-71.13815715625387	93	9.830100207526911	-1000
21280	0.7	20	-100.88970004336021	-73.8219333548833	-74.52444543365523	40	7.555315234620494	-1000
30061	0.7	20	-100.88970004336021	-75.53802783837328	-75.98132327696828	25	9.68737758642095	-1000
37145	0.7	20	-100.88970004336021	-76.62809140735095	-77.57825252348519	7	6.11613185451057	-1000
38048	0.7	20	-100.88970004336021	-77.04908103005047	-80.49727952578907	28	-0.8356599727262761	-1000
8008	0.7	20	-100.88970004336021	-69.19339284632993	-69.48661717570138	54	11.558406056775823	-1000
23370	0.7	20	-100.88970004336021	-74.45476253590324	-75.28847738011393	85	6.744143721885791	-1000
25104	0.7	20	-100.88970004336021	-72.15775973989854	-72.6542315131374	12	9.168297070028999	-1000
9297	0.7	20	-100.88970004336021	-49.10555743459574	-49.10842083329614	17	31.80759309987282	-1000
17632	0.7	20	-100.88970004336021	-51.16440669172305	-51.167803825600544	33	31.065017812357482	-1000
29510	0.7	20	-100.88970004336021	-72.93446381661585	-73.23706271478846	62	11.416991781477094	-1000
32588	0.7	20	-100.88970004336021	-75.52556393152825	-75.98035900026964	70	9.570303858568096	-1000
1647	0.7	20	-100.88970004336021	-64.87411663882851	-65.09274416882224	2	12.871022296283343	-1000
2304	0.7	20	-100.88970004336021	-51.07925829540286	-51.08416985180297	4	29.46319574859689	-1000
2452	0.7	20	-100.88970004336021	-64.29488537087441	-64.48908787711594	82	13.397831724883929	-1000
3201	0.7	20	-100.88970004336021	-63.445448075224284	-65.59105102764978	44	1.945470010397358	-1000
35763	0.7	20	-100.88970004336021	-62.10379349231136	-62.163703522189	44	18.572858301080927	-1000
36086	0.7	20	-100.88970004336021	-66.1254092096606	-66.27752207243596	8	14.479905293736621	-1000
12342	0.7	20	-100.88970004336021	-63.35460644901606	-63.76442700438326	23	10.045384222140406	-1000
21050	0.7	20	-100.88970004336021	-76.50316065553424	-77.6528090865033	1	5.184695338208087	-1000
